ID,Unnamed: 0,EUPH_STATUS,left-hand context (one sentence),main sentence,right-hand context (one sentence),source,PET,PET lemmatised,literal translation,non-euph equivalent,non-euph equivalent translation,category,A,J,U,W,majority label,LABEL,TEXT
1173,1172,sometimes_euph,"Fechtschulen odróżniało od Thurniere także bezpośrednie środowisko materialne, czyli sieć przedmiotów ściśle powiązanych z ich kinesis i na nie wpływających (ryc. 1–2).","Oczywiście istniały pewne istotne podobieństwa – w obu przypadkach stosowano [PET_BOUNDARY]tępą[PET_BOUNDARY], zabezpieczoną broń, wyraźnie oddzielano przestrzeń przeznaczoną do walki od widowni za pomocą ogrodzeń (Schantze lub Schranke) lub wznoszono specjalne obiekty dla wyróżnionych widzów, takie jak podwyższone platformy (Bühnen) 61.",Jednak różnice sięgają znacznie głębiej.,KWJP,tępą,tępy,dull,-,-,vice,0,X,0,0,0.0,0.0,"Fechtschulen odróżniało od Thurniere także bezpośrednie środowisko materialne, czyli sieć przedmiotów ściśle powiązanych z ich kinesis i na nie wpływających (ryc. 1–2). Oczywiście istniały pewne istotne podobieństwa – w obu przypadkach stosowano [PET_BOUNDARY]tępą[PET_BOUNDARY], zabezpieczoną broń, wyraźnie oddzielano przestrzeń przeznaczoną do walki od widowni za pomocą ogrodzeń (Schantze lub Schranke) lub wznoszono specjalne obiekty dla wyróżnionych widzów, takie jak podwyższone platformy (Bühnen) 61. Jednak różnice sięgają znacznie głębiej."
2028,2027,sometimes_euph,"Zresztą Róży też przyda się towarzystwo – dorzuciła, zbierając puste szklanki na tacę.","To Patrycja, moja przyjaciółka i [PET_BOUNDARY]nieuleczalna[PET_BOUNDARY] swatka – powiedziałam, rzucając jej mordercze spojrzenie.","Przepraszam teraz panów na chwilę, pomogę jej z tymi naczyniami – dorzuciłam, złapałam pierwsze z brzegu brudne talerze i ruszyłam z nimi w kierunku zaplecza.",KWJP,nieuleczalna,nieuleczalny,incurable,-,-,illness,X,0,0,0,0.0,0.0,"Zresztą Róży też przyda się towarzystwo – dorzuciła, zbierając puste szklanki na tacę. To Patrycja, moja przyjaciółka i [PET_BOUNDARY]nieuleczalna[PET_BOUNDARY] swatka – powiedziałam, rzucając jej mordercze spojrzenie. Przepraszam teraz panów na chwilę, pomogę jej z tymi naczyniami – dorzuciłam, złapałam pierwsze z brzegu brudne talerze i ruszyłam z nimi w kierunku zaplecza."
2368,2367,sometimes_euph,"Choć nigdy nie doczekał się odpowiedzi, przez wszystkie te lata słał synowi listy, a w nich pieniądze.","Nie wiedział, że wszystkie zasilają [PET_BOUNDARY]kasę[PET_BOUNDARY] meczetu i ugrupowania Hurysów, podczas gdy jego syn został Kadim i urzęduje w pustynnej siedzibie.",We wrześniu 2001 doznał silnego udaru.,KWJP,kasę,kasa,checkout / cash register / counter,-,-,money,1,0,0,X,0.0,0.0,"Choć nigdy nie doczekał się odpowiedzi, przez wszystkie te lata słał synowi listy, a w nich pieniądze. Nie wiedział, że wszystkie zasilają [PET_BOUNDARY]kasę[PET_BOUNDARY] meczetu i ugrupowania Hurysów, podczas gdy jego syn został Kadim i urzęduje w pustynnej siedzibie. We wrześniu 2001 doznał silnego udaru."
400,399,sometimes_euph,Jest jeszcze wkładka.,"Duża kość, którą radzi ogryźć, bo mięso [PET_BOUNDARY]przy kości[PET_BOUNDARY] najlepsze.",Danuta za dużo gotuje.,KWJP,przy kości,przy kości,close to the bone,-,-,physical appearance,X,0,0,0,0.0,0.0,"Jest jeszcze wkładka. Duża kość, którą radzi ogryźć, bo mięso [PET_BOUNDARY]przy kości[PET_BOUNDARY] najlepsze. Danuta za dużo gotuje."
1652,1651,sometimes_euph,Chwilę się pokręcić i odjechać E30 w kierunku wschodniej granicy.,"Jednak ze strony pośrednika coś się musiało znacznie skomplikować, bo – mówiąc oględnie – [PET_BOUNDARY]wyciągnął nogi[PET_BOUNDARY].",Śmierć Andrzeja była nagła.,KWJP,wyciągnął nogi,wyciągnąć nogi,stretch someone legs,umrzeć,to die,death,X,1,1,0,1.0,1.0,"Chwilę się pokręcić i odjechać E30 w kierunku wschodniej granicy. Jednak ze strony pośrednika coś się musiało znacznie skomplikować, bo – mówiąc oględnie – [PET_BOUNDARY]wyciągnął nogi[PET_BOUNDARY]. Śmierć Andrzeja była nagła."
887,886,sometimes_euph,-,"Ojciec premiera nie kryje sympatii do obozu rządzącego, zdecydowanie przeciwnego migrantom (na [PET_BOUNDARY]niechęci[PET_BOUNDARY] wobec uchodźców PiS od początku budował swoje poparcie).",Mimo to mówi w tej sprawie jednym głosem z opozycją.,refugee crisis,niechęci,niechęć,aversion,ksenofobia/ rasizm,xenophobia/ racism,immigration,1,1,0,1,1.0,1.0,"- Ojciec premiera nie kryje sympatii do obozu rządzącego, zdecydowanie przeciwnego migrantom (na [PET_BOUNDARY]niechęci[PET_BOUNDARY] wobec uchodźców PiS od początku budował swoje poparcie). Mimo to mówi w tej sprawie jednym głosem z opozycją."
1681,1680,sometimes_euph,". I prawie można uwierzyć, że wprowadzony w największe sekrety rodziny Rodriguezów szef ich ochrony pozostał czysty oraz uczciwy.",Jorge zwerbowany z grupy najemników do wyeliminowania krwawego Pabla Escobara (ostatecznie brudną robotę [PET_BOUNDARY]odwaliła[PET_BOUNDARY] za niego policja) przez kolejne lata służył wiernie za marne tysiąc dolarów miesięcznie.,I — jak twierdzi — działał wyłącznie defensywnie.,KWJP,odwaliła,odwalić,to do,-,-,death,X,0,0,0,0.0,0.0,". I prawie można uwierzyć, że wprowadzony w największe sekrety rodziny Rodriguezów szef ich ochrony pozostał czysty oraz uczciwy. Jorge zwerbowany z grupy najemników do wyeliminowania krwawego Pabla Escobara (ostatecznie brudną robotę [PET_BOUNDARY]odwaliła[PET_BOUNDARY] za niego policja) przez kolejne lata służył wiernie za marne tysiąc dolarów miesięcznie. I — jak twierdzi — działał wyłącznie defensywnie."
1156,1155,sometimes_euph,"Każde tego typu spotkanie poprzedzało zebranie, a po jego zakończeniu ucztowano, słuchano muzyki i tańczono.","Ponadto w czasie świąt mieszczanie odwiedzali karczmy i gospody, by przy piwie i innych trunkach porozmawiać o „swojskich sprawach”, obejrzeć występy [PET_BOUNDARY]kuglarzy[PET_BOUNDARY] i linoskoczków oraz odprężyć się przy grze w karty i kości.",W każdym większym mieście organizowano widowiska i zawody.,KWJP,kuglarzy,kuglarz,traveling illusionist artist,-,-,vice,0,X,0,0,0.0,0.0,"Każde tego typu spotkanie poprzedzało zebranie, a po jego zakończeniu ucztowano, słuchano muzyki i tańczono. Ponadto w czasie świąt mieszczanie odwiedzali karczmy i gospody, by przy piwie i innych trunkach porozmawiać o „swojskich sprawach”, obejrzeć występy [PET_BOUNDARY]kuglarzy[PET_BOUNDARY] i linoskoczków oraz odprężyć się przy grze w karty i kości. W każdym większym mieście organizowano widowiska i zawody."
1042,1041,sometimes_euph,"Przeczytała nalepkę: „Siedząc w fotelu, miej pas zapięty”, i pomyślała, że jest w tym zdaniu jakaś dziwna melodia.","Potem siedziała bez ruchu, trzymając w ręku Annę Kareninę, ściskając ją tak mocno, że tekturowa okładka (głębokie lata pięćdziesiąte) zrobiła się leciutko [PET_BOUNDARY]wilgotna[PET_BOUNDARY]; siedziała, nie otwierając Anny Kareniny, i popatrywała skrycie na boki (łysiejący mężczyzna w czerwonej flanelowej koszuli od okna, młoda kobieta w szarej garsonce od przejścia), wsłuchana w rosnące i opadające szumy silników.",– Pani na długo? – pyta ten z lewej.,NKJP300,wilgotna,wilgotny,wet,-,-,sex,0,0,0,0,0.0,0.0,"Przeczytała nalepkę: „Siedząc w fotelu, miej pas zapięty”, i pomyślała, że jest w tym zdaniu jakaś dziwna melodia. Potem siedziała bez ruchu, trzymając w ręku Annę Kareninę, ściskając ją tak mocno, że tekturowa okładka (głębokie lata pięćdziesiąte) zrobiła się leciutko [PET_BOUNDARY]wilgotna[PET_BOUNDARY]; siedziała, nie otwierając Anny Kareniny, i popatrywała skrycie na boki (łysiejący mężczyzna w czerwonej flanelowej koszuli od okna, młoda kobieta w szarej garsonce od przejścia), wsłuchana w rosnące i opadające szumy silników. – Pani na długo? – pyta ten z lewej."
1260,1259,sometimes_euph,"W ""Człowieku z marmuru"" uderzyło mnie jeszcze coś innego.","Agnieszka, główna bohaterka filmu, poza butami na obcasach nie ma żadnego [PET_BOUNDARY]kobiecego atrybutu[PET_BOUNDARY].",Zachowuje się jak stereotypowy facet.,KWJP,kobiecego atrybutu,kobiecy atrybut,feminine attribute,-,-,body parts,0,X,0,0,0.0,0.0,"W ""Człowieku z marmuru"" uderzyło mnie jeszcze coś innego. Agnieszka, główna bohaterka filmu, poza butami na obcasach nie ma żadnego [PET_BOUNDARY]kobiecego atrybutu[PET_BOUNDARY]. Zachowuje się jak stereotypowy facet."
109,108,sometimes_euph,"Poniżał mnie przy stole, w obecności kolegów.",Trzeci raz trafiłem do [PET_BOUNDARY]pudła[PET_BOUNDARY] dwa miesiące później.,"Poszło o spadek, bo ojciec oddał mojej siostrze piętro naszego domu.",KWJP,pudła,pudło,a box,więzienie,prision,offenses,1,1,X,1,1.0,1.0,"Poniżał mnie przy stole, w obecności kolegów. Trzeci raz trafiłem do [PET_BOUNDARY]pudła[PET_BOUNDARY] dwa miesiące później. Poszło o spadek, bo ojciec oddał mojej siostrze piętro naszego domu."
841,840,sometimes_euph,"Niestety inni [byli członkowie El Yunque] poddani są leczeniu psychiatrycznemu, jest z nimi źle albo są w depresji – opowiada.","– Są także osoby, które [PET_BOUNDARY]odeszły[PET_BOUNDARY], ale ich rodzina wciąż jest w organizacji.","Niektóre osoby, z którymi rozmawiałam, utrzymują, że jest więcej byłych niż obecnych członków [El Yunque]",KWJP,odeszły,odejść,to leave,-,-,death,0,0,0,0,0.0,0.0,"Niestety inni [byli członkowie El Yunque] poddani są leczeniu psychiatrycznemu, jest z nimi źle albo są w depresji – opowiada. – Są także osoby, które [PET_BOUNDARY]odeszły[PET_BOUNDARY], ale ich rodzina wciąż jest w organizacji. Niektóre osoby, z którymi rozmawiałam, utrzymują, że jest więcej byłych niż obecnych członków [El Yunque]"
1328,1327,sometimes_euph,Dlaczego?,"Jeśli nie wrócę przed świtem, tamte kobiety [PET_BOUNDARY]odbiorą[PET_BOUNDARY] sobie życie!",Mówiłam wam przecież!,KWJP,odbiorą,odebrać,to take away/to get sth,umrzeć,to die,death,X,1,1,1,1.0,1.0,"Dlaczego? Jeśli nie wrócę przed świtem, tamte kobiety [PET_BOUNDARY]odbiorą[PET_BOUNDARY] sobie życie! Mówiłam wam przecież!"
1604,1603,sometimes_euph,Nierzadko narady w saunie były koedukacyjne.,Gospodarz również występował [PET_BOUNDARY]w stroju Adama[PET_BOUNDARY] i miał zwyczaj drapania się po obfitym brzuchu oraz genitaliach.,"Z nadmiernie pewnymi siebie osobami rozmawiał, siedząc na wyższej półce.",KWJP,w stroju Adama,w stroju Adama,dressed as Adam,być gołym,be naked,body parts,1,X,1,1,1.0,1.0,"Nierzadko narady w saunie były koedukacyjne. Gospodarz również występował [PET_BOUNDARY]w stroju Adama[PET_BOUNDARY] i miał zwyczaj drapania się po obfitym brzuchu oraz genitaliach. Z nadmiernie pewnymi siebie osobami rozmawiał, siedząc na wyższej półce."
208,207,sometimes_euph,"Tak było w przypadku Aleksandra Dynisa, sługi biskupa krakowskiego, którego znajdujemy w „Liber chamorum” Waleriana Nekandy Trepki.","Pachołek przed 1633 r. ożenił się z nieślubną córką pana Chlewickiego, miał z nią dwóch synów i [PET_BOUNDARY]dziewkę[PET_BOUNDARY].","Sam uważał się za szlachcica, co więcej – służył u niego (u Murzyna, sic!) bratanek jego małżonki, który też nieprawnie „udawał się” za szlachcica.",KWJP,dziewkę,dziewka,maiden,-,-,sex,0,0,0,X,0.0,0.0,"Tak było w przypadku Aleksandra Dynisa, sługi biskupa krakowskiego, którego znajdujemy w „Liber chamorum” Waleriana Nekandy Trepki. Pachołek przed 1633 r. ożenił się z nieślubną córką pana Chlewickiego, miał z nią dwóch synów i [PET_BOUNDARY]dziewkę[PET_BOUNDARY]. Sam uważał się za szlachcica, co więcej – służył u niego (u Murzyna, sic!) bratanek jego małżonki, który też nieprawnie „udawał się” za szlachcica."
1527,1526,sometimes_euph,– Takich nierozwiązanych problemów jest masa – przekonuje.,"Chociażby kwestia zapewnienia należytego [PET_BOUNDARY]zabezpieczenia[PET_BOUNDARY] danych osobowych, o którym resort nie wspomina.","Podkreśla też, że o ile urząd gminy może przetwarzać dane w ramach swoich zadań zleconych, o tyle w przypadku dobrowolnego porozumienia z wojewódzkimi funduszami pomoc dla mieszkańców do takich zadań się nie kwalifikuje.",KWJP,zabezpieczenia,zabezpieczenie,protection,-,-,physiology,0,0,X,0,0.0,0.0,"– Takich nierozwiązanych problemów jest masa – przekonuje. Chociażby kwestia zapewnienia należytego [PET_BOUNDARY]zabezpieczenia[PET_BOUNDARY] danych osobowych, o którym resort nie wspomina. Podkreśla też, że o ile urząd gminy może przetwarzać dane w ramach swoich zadań zleconych, o tyle w przypadku dobrowolnego porozumienia z wojewódzkimi funduszami pomoc dla mieszkańców do takich zadań się nie kwalifikuje."
1157,1156,sometimes_euph,"W jednym z najszerzej znanych i najczęściej komentowanych dokumentów dotyczących ich genezy, napisanym na krótko przed śmiercią liście do portugalskiego krytyka literackiego Adolfa Casaisa Monteiro, Pessoa podaje nawet ścisłą datę pojawienia się owej inspiracji, 8 marca 1914 roku:","[PET_BOUNDARY]Podszedłem[PET_BOUNDARY] do wysokiej komody i wziąwszy papier, zacząłem pisać, na stojąco, tak jak zawsze piszę, o ile tylko mogę.","I napisałem ponad trzydzieści wierszy jednym ciągiem, w czymś w rodzaju ekstazy, której natury nie potrafię określić.",KWJP,Podszedłem,podejść,approach,-,-,vice,0,X,0,0,0.0,0.0,"W jednym z najszerzej znanych i najczęściej komentowanych dokumentów dotyczących ich genezy, napisanym na krótko przed śmiercią liście do portugalskiego krytyka literackiego Adolfa Casaisa Monteiro, Pessoa podaje nawet ścisłą datę pojawienia się owej inspiracji, 8 marca 1914 roku: [PET_BOUNDARY]Podszedłem[PET_BOUNDARY] do wysokiej komody i wziąwszy papier, zacząłem pisać, na stojąco, tak jak zawsze piszę, o ile tylko mogę. I napisałem ponad trzydzieści wierszy jednym ciągiem, w czymś w rodzaju ekstazy, której natury nie potrafię określić."
173,172,sometimes_euph,– Wybacz mi.,"Postąpiłem haniebnie i złamałem dane ci słowo, ale [PET_BOUNDARY]stało się[PET_BOUNDARY].","Milczała, wciąż nieruchoma, jakby czekała na więcej słów.",KWJP,stało się,stało się,it happened,-,-,sex,1,0,0,X,0.0,0.0,"– Wybacz mi. Postąpiłem haniebnie i złamałem dane ci słowo, ale [PET_BOUNDARY]stało się[PET_BOUNDARY]. Milczała, wciąż nieruchoma, jakby czekała na więcej słów."
2492,2491,sometimes_euph,"Jeśli krwawienie jest obfite, natychmiast idź do ginekologa.","Zawsze upewnij się, że jesteś [PET_BOUNDARY]pobudzona[PET_BOUNDARY] i gotowa na seks, zanim to zrobisz.","Wiele kobiet doświadcza intensywnego bólu, gdy nagle dochodzi do głębokiej penetracji.",KWJP,pobudzona,pobudzony,hyped up,gotowy do stosunku płciowego,ready for sexual intercouse,sex,1,1,1,X,1.0,1.0,"Jeśli krwawienie jest obfite, natychmiast idź do ginekologa. Zawsze upewnij się, że jesteś [PET_BOUNDARY]pobudzona[PET_BOUNDARY] i gotowa na seks, zanim to zrobisz. Wiele kobiet doświadcza intensywnego bólu, gdy nagle dochodzi do głębokiej penetracji."
2400,2399,sometimes_euph,Maciek narzucił solidne tempo.,"Pomyślałem wtedy, że chciałbym mieć w jego wieku taką [PET_BOUNDARY]kondycję[PET_BOUNDARY].","W pewnym momencie odbił nieco w lewo, żeby obejść stromą ściankę.",KWJP,kondycję,kondycja,condition,-,-,money,0,0,0,X,0.0,0.0,"Maciek narzucił solidne tempo. Pomyślałem wtedy, że chciałbym mieć w jego wieku taką [PET_BOUNDARY]kondycję[PET_BOUNDARY]. W pewnym momencie odbił nieco w lewo, żeby obejść stromą ściankę."
1579,1578,sometimes_euph,Zwracała na siebie uwagę.,"Dziewczyny zazdrośnie na nią spoglądały, bo ona taka w pełni rozwoju – [PET_BOUNDARY]miała czym oddychać[PET_BOUNDARY] i tak dalej.",Kolonina impreza zakończy się zgrzytem.,KWJP,miała czym oddychać,mieć czym oddychać,have something to breathe,mieć bardzo duży biust,have very large breasts,body parts,1,X,1,1,1.0,1.0,"Zwracała na siebie uwagę. Dziewczyny zazdrośnie na nią spoglądały, bo ona taka w pełni rozwoju – [PET_BOUNDARY]miała czym oddychać[PET_BOUNDARY] i tak dalej. Kolonina impreza zakończy się zgrzytem."
2160,2159,sometimes_euph,W bursztynie na zawsze została zawieszona osa.,"Z pokrytego paskami [PET_BOUNDARY]odwłoku[PET_BOUNDARY] wystawało cieniutkie żądło, jakby usiłowała atakować zalewającą ją żywicę.",Skrzydełka były lekko przygięte i zasłaniały paski.,KWJP,odwłoku,odwłok,insects' abdomen,-,-,body parts,0,X,0,0,0.0,0.0,"W bursztynie na zawsze została zawieszona osa. Z pokrytego paskami [PET_BOUNDARY]odwłoku[PET_BOUNDARY] wystawało cieniutkie żądło, jakby usiłowała atakować zalewającą ją żywicę. Skrzydełka były lekko przygięte i zasłaniały paski."
1886,1885,sometimes_euph,Oto już od pół godziny staram się nie patrzeć na ten kufel z piwem.,"Patrzę ponad, poniżej, [PET_BOUNDARY]na prawo, na lewo[PET_BOUNDARY], ale jego nie chcę zobaczyć.","I jestem zupełnie pewien, że wszyscy ci samotni mężczyźni wokół mnie nie mogą mi w żaden sposób pomóc […].",KWJP,"na prawo, na lewo","na prawo, na lewo","to the right, to the left",-,-,physiology,0,0,X,0,0.0,0.0,"Oto już od pół godziny staram się nie patrzeć na ten kufel z piwem. Patrzę ponad, poniżej, [PET_BOUNDARY]na prawo, na lewo[PET_BOUNDARY], ale jego nie chcę zobaczyć. I jestem zupełnie pewien, że wszyscy ci samotni mężczyźni wokół mnie nie mogą mi w żaden sposób pomóc […]."
1940,1939,sometimes_euph,"Dzwonię do Wacka, bo to jednak bystrzacha — odbiera żona i mówi, że nie może podejść.","Później dowiedziałem się, że z wrażenia [PET_BOUNDARY]popuścił[PET_BOUNDARY] w spodnie.",Panikarz.,KWJP,popuścił,popuścić,let loose,zsikać się,to wet onself,physiology,1,1,X,1,1.0,1.0,"Dzwonię do Wacka, bo to jednak bystrzacha — odbiera żona i mówi, że nie może podejść. Później dowiedziałem się, że z wrażenia [PET_BOUNDARY]popuścił[PET_BOUNDARY] w spodnie. Panikarz."
654,653,sometimes_euph,"Jeszcze ciężej jest wstać, więc rano brali kolejne tabletki – na pobudzenie.","Około godziny 14 energia spadała, więc trzeba było znów dać sobie [PET_BOUNDARY]kopa[PET_BOUNDARY].","Wieczorem to samo, żeby przetrwać jeszcze kilka godzin w pracy.",KWJP,kopa,kop,a kick,uczucie po zażyciu narkotyku,a feeling induced by the use of illegal drugs,substances,1,1,1,1,1.0,1.0,"Jeszcze ciężej jest wstać, więc rano brali kolejne tabletki – na pobudzenie. Około godziny 14 energia spadała, więc trzeba było znów dać sobie [PET_BOUNDARY]kopa[PET_BOUNDARY]. Wieczorem to samo, żeby przetrwać jeszcze kilka godzin w pracy."
