id,text,sentence,pet,label,category,euph_status,sub-category,source,pet_wordform,left-hand context (one sentence),right-hand context (one sentence),literal_translation,non_euph_equivalent,non_euph_equivalent_translation
181,"Anatolin Treichela kiepski, nie chciało mi się nawet doczytać do końca, kiedyś mi chyba imponował jako doskonały imitator Bernharda (w Akordzie Tristana), dlatego go kupiłem na wyprzedaży. Podobnie jak opowiadania Tabucchiego (Czas szybko się starzeje – tytuły on akurat zawsze miał dobre, Sny o snach zwłaszcza), z którego być może po prostu wyrosłem – to jest takie eleganckie pisanie o sprawach istotnych, ale ten dym jest bez ognia, ta literatura się tli, ogrzać się przy niej nie można, tylko podwędzić. Dolana nigdy nie polubię, to jest pop dla studenciaków, choć Mommy i tak lepsza od Toma, to taka histeryczna wersja debiutu, matka i synalek idą o lepsze w darciu na siebie ryja, czemu przygląda się aktywnie sąsiadka, która na szczęście się jąka, bo inaczej trudno byłoby znieść dwie i pół godziny nieustających wrzasków.","Podobnie jak opowiadania Tabucchiego (Czas szybko się starzeje – tytuły on akurat zawsze miał dobre, Sny o snach zwłaszcza), z którego być może po prostu wyrosłem – to jest takie eleganckie pisanie o sprawach istotnych, ale ten dym jest bez ognia, ta literatura się tli, ogrzać się przy niej nie można, tylko podwędzić.",podwędzić,0,illegal activity,sometimes_euph,offenses,KWJP,podwędzić,"Anatolin Treichela kiepski, nie chciało mi się nawet doczytać do końca, kiedyś mi chyba imponował jako doskonały imitator Bernharda (w Akordzie Tristana), dlatego go kupiłem na wyprzedaży.","Dolana nigdy nie polubię, to jest pop dla studenciaków, choć Mommy i tak lepsza od Toma, to taka histeryczna wersja debiutu, matka i synalek idą o lepsze w darciu na siebie ryja, czemu przygląda się aktywnie sąsiadka, która na szczęście się jąka, bo inaczej trudno byłoby znieść dwie i pół godziny nieustających wrzasków.","to smoke (meet, fish etc.)",-,-
182,"– Zorganizujemy cztery spotkania. Podczas pierwszego nauczymy się robić bransoletki szczęścia i zorganizujemy pokaz tkactwa artystycznego. Drugie będą warsztaty ozdób ściennych także techniką makramy, a na trzecich zrobimy łapacze snów.",Podczas pierwszego nauczymy się robić bransoletki szczęścia i zorganizujemy pokaz tkactwa artystycznego.,bransoletki,0,illegal activity,sometimes_euph,offenses,KWJP,bransoletki,– Zorganizujemy cztery spotkania.,"Drugie będą warsztaty ozdób ściennych także techniką makramy, a na trzecich zrobimy łapacze snów.",bracelets,-,-
183,"Aaaaaaaaaaa… Pod zwaliskiem ścian, co to się je własnymi rękoma stawiało, w których się żyło między zmęczeniem i odpoczynkiem, bo nic więcej to nasze życie nam nie przyniosło, tylko rozgniecione robaki i pluskwy i mrówki i pająki i kleszcze i ćmy i zmęczenie, wieczne zmęczenie, pod własnym dachem wtłoczeni w wojenny poranek i wieczór, zginiemy wszyscy sprasowani i nikt nas stąd nawet nie wygrzebie, bo wszyscy już wywleczeni i rozstrzelani. Zły czas wybrałam, żeby was rodzić, i złą wybrałam przeklętą ziemię, zbyt otwartą grobami.","Pod zwaliskiem ścian, co to się je własnymi rękoma stawiało, w których się żyło między zmęczeniem i odpoczynkiem, bo nic więcej to nasze życie nam nie przyniosło, tylko rozgniecione robaki i pluskwy i mrówki i pająki i kleszcze i ćmy i zmęczenie, wieczne zmęczenie, pod własnym dachem wtłoczeni w wojenny poranek i wieczór, zginiemy wszyscy sprasowani i nikt nas stąd nawet nie wygrzebie, bo wszyscy już wywleczeni i rozstrzelani.",pluskwa,0,illegal activity,sometimes_euph,offenses,KWJP,pluskwy,Aaaaaaaaaaa…,"Zły czas wybrałam, żeby was rodzić, i złą wybrałam przeklętą ziemię, zbyt otwartą grobami.",bed bug,-,-
184,"Goetel zwrócił się do władz państwa podziemnego z pytaniem, czy ma zaproszenie przyjąć, i uzyskał ich akceptację. Po przyjeździe złożył im raport, potwierdzający winę sowiecką, ale nie brał udziału w żadnej propagandowej akcji hitlerowskiej, nie złamał więc żadnej konspiracyjnej normy ani zakazu. W dodatku – wykorzystując swoje niemieckie nazwisko i rodzinne korzenie – pomagał jak mógł polskim pisarzom w czasie wojny, zorganizował dla nich stołówkę, pomoc materialną, interweniował w przypadkach konfliktów z niemieckimi władzami, był więc człowiekiem autentycznie zasłużonym.","Po przyjeździe złożył im raport, potwierdzający winę sowiecką, ale nie brał udziału w żadnej propagandowej akcji hitlerowskiej, nie złamał więc żadnej konspiracyjnej normy ani zakazu.",brać,0,illegal activity,sometimes_euph,offenses,KWJP,brał,"Goetel zwrócił się do władz państwa podziemnego z pytaniem, czy ma zaproszenie przyjąć, i uzyskał ich akceptację.","W dodatku – wykorzystując swoje niemieckie nazwisko i rodzinne korzenie – pomagał jak mógł polskim pisarzom w czasie wojny, zorganizował dla nich stołówkę, pomoc materialną, interweniował w przypadkach konfliktów z niemieckimi władzami, był więc człowiekiem autentycznie zasłużonym.",to take,-,-
185,"W przeciwieństwie do Herculano nie cofnął się przed udziałem w ruchu setembrystycznym. Po przejęciu władzy przez Costę Cabrala znalazł się po stronie opozycji i przewodził mniejszości parlamentarnej; względne odsunięcie się Garretta od polityki w tym okresie zaowocowało za to dokonaniami literackimi. Początek Odnowienia (Regeneração, 1851–1854) przyniósł mu uznanie i zaszczyty; otrzymał tytuł wicehrabiego i tekę ministra spraw zagranicznych.",Po przejęciu władzy przez Costę Cabrala znalazł się po stronie opozycji i przewodził mniejszości parlamentarnej; względne odsunięcie się Garretta od polityki w tym okresie zaowocowało za to dokonaniami literackimi.,władza,0,illegal activity,sometimes_euph,offenses,KWJP,władzy,W przeciwieństwie do Herculano nie cofnął się przed udziałem w ruchu setembrystycznym.,"Początek Odnowienia (Regeneração, 1851–1854) przyniósł mu uznanie i zaszczyty; otrzymał tytuł wicehrabiego i tekę ministra spraw zagranicznych.",power/authority,-,-
2201,"Dziewczyna wydała im się wspaniałą nagrodą. Wysoko ocenili jej urodę i zapragnęli bliższego kontaktu. – Pod wpływem stresu, w tym także strachu, organizm wydziela kortyzol i adrenalinę, które są wiązane z nieprzyjemnymi odczuciami, ale także dopaminę i serotoninę, czyli „hormony przyjemności i zadowolenia”.",Wysoko ocenili jej urodę i zapragnęli bliższego kontaktu.,bliższy kontakt,1,sexual activity,sometimes_euph,,KWJP,bliższego kontaktu,Dziewczyna wydała im się wspaniałą nagrodą.,"– Pod wpływem stresu, w tym także strachu, organizm wydziela kortyzol i adrenalinę, które są wiązane z nieprzyjemnymi odczuciami, ale także dopaminę i serotoninę, czyli „hormony przyjemności i zadowolenia”.",closer contact,współżycie seksualne,sexual relations
2216,"Nie masz pretensji do Jezusa, że nie pokierował cię inną drogą? – wskazuję na obraz. – Przed wypadkiem nie miałem z nim bliższego kontaktu. Teraz wiem, że jest.",– Przed wypadkiem nie miałem z nim bliższego kontaktu.,bliższy kontakt,0,sexual activity,sometimes_euph,,KWJP,bliższego kontaktu,"Nie masz pretensji do Jezusa, że nie pokierował cię inną drogą? – wskazuję na obraz.","Teraz wiem, że jest.",closer contact,-,-
188,"Żołnierz rzucił zapalniczkę na spętaną ofiarę. Płomienie buchnęły w górę, unosząc ze sobą ku niebu przeraźliwy krzyk. Ciało zaczęło się miotać po ziemi, uspokoiło prawie zaraz.","Płomienie buchnęły w górę, unosząc ze sobą ku niebu przeraźliwy krzyk.",buchnąć,0,illegal activity,sometimes_euph,offenses,KWJP,buchnęły,Żołnierz rzucił zapalniczkę na spętaną ofiarę.,"Ciało zaczęło się miotać po ziemi, uspokoiło prawie zaraz.",to belch,-,-
189,"Podszedł pod drzwi jednej z lokatorek, podłożył ogień pod stojący tam wózek i uciekł. Płomienie błyskawicznie buchnęły na klatce. Na korytarzu zrobiło się czarno od dymu.",Płomienie błyskawicznie buchnęły na klatce.,buchnąć,0,illegal activity,sometimes_euph,offenses,KWJP,buchnęły,"Podszedł pod drzwi jednej z lokatorek, podłożył ogień pod stojący tam wózek i uciekł.",Na korytarzu zrobiło się czarno od dymu.,to belch,-,-
190,"Bóg chciał im coś powiedzieć? Płacz rozległ się dokładnie w momencie, gdy świsnęło powietrze cięte rózgą. Karcono brata Hioba za grzechy, które nienawykłym do klauzurowego porządku wydałyby się błahostką.","Płacz rozległ się dokładnie w momencie, gdy świsnęło powietrze cięte rózgą.",świsnąć,0,illegal activity,sometimes_euph,offenses,KWJP,świsnęło,Bóg chciał im coś powiedzieć?,"Karcono brata Hioba za grzechy, które nienawykłym do klauzurowego porządku wydałyby się błahostką.",to whizz,-,-
191,"W latach komunizmu przeobraził się w wyszukaną maszynę zbierającą dane. Pluskwy pod łóżkami rejestrowały wszystkie szepty i westchnienia ulatujące z ust podstawionych dziwek. Za wyjątkiem nielicznych gości każdy tworzył tu świetnie wyreżyserowane teatrum: statyści w hotelowej restauracji, trzecioplanowe postaci migdalące się w lożach, drugi plan z kelnerami, barmanami i pokojówkami wyposażonymi w miotełki do kurzu i aparaty fotograficzne oraz, w roli głównej, mniej lub bardziej świadomy tego gość.",Pluskwy pod łóżkami rejestrowały wszystkie szepty i westchnienia ulatujące z ust podstawionych dziwek.,pluskwa,1,illegal activity,sometimes_euph,offenses,KWJP,pluskwy,W latach komunizmu przeobraził się w wyszukaną maszynę zbierającą dane.,"Za wyjątkiem nielicznych gości każdy tworzył tu świetnie wyreżyserowane teatrum: statyści w hotelowej restauracji, trzecioplanowe postaci migdalące się w lożach, drugi plan z kelnerami, barmanami i pokojówkami wyposażonymi w miotełki do kurzu i aparaty fotograficzne oraz, w roli głównej, mniej lub bardziej świadomy tego gość.",bed bug,aparat podsłuchowy,wiretap
2385,"Była jedynaczką, rozwodziła się z mężem ambasadorem w jednym z krajów w Ameryce Południowej. On nawiązał bliższe kontakty z mieszkanką tamtych regionów. Kiedy pacjentka się o tym dowiedziała, wróciła do Polski i wszczęła procedury rozwodowe.",On nawiązał bliższe kontakty z mieszkanką tamtych regionów.,bliższy kontakt,1,sexual activity,sometimes_euph,,KWJP,bliższe kontakty,"Była jedynaczką, rozwodziła się z mężem ambasadorem w jednym z krajów w Ameryce Południowej.","Kiedy pacjentka się o tym dowiedziała, wróciła do Polski i wszczęła procedury rozwodowe.",closer contact,współżycie seksualne,sexual relations
193,"Okazali się nimi dwaj mężczyźni w wieku 19 i 21 lat. Pies wykonał więc większość „śledczej” roboty, a policjantom pozostało założyć „bransoletki” amatorom cudzej własności. BEZCENNY WĘCH Nic więc dziwnego, że policjanci o służących w jednostce psach mówią jako o funkcjonariuszach na czterech łapach czy partnerach.","Pies wykonał więc większość „śledczej” roboty, a policjantom pozostało założyć „bransoletki” amatorom cudzej własności.",bransoletki,1,illegal activity,sometimes_euph,offenses,KWJP,bransoletki,Okazali się nimi dwaj mężczyźni w wieku 19 i 21 lat.,"BEZCENNY WĘCH Nic więc dziwnego, że policjanci o służących w jednostce psach mówią jako o funkcjonariuszach na czterech łapach czy partnerach.",bracelets,kajdanki,handcuffs
2476,"Ale jeśli nie znasz języka, widzisz tylko okalającą ten świat skorupę. Wtedy po raz pierwszy weszłaś w bliższy kontakt z arabską społecznością? Jestem muzykiem.",Wtedy po raz pierwszy weszłaś w bliższy kontakt z arabską społecznością?,bliższy kontakt,0,sexual activity,sometimes_euph,,KWJP,bliższy kontakt,"Ale jeśli nie znasz języka, widzisz tylko okalającą ten świat skorupę.",Jestem muzykiem.,closer contact,-,-
195,"Otóż w Polsce występują dwa bardzo podobne gatunki: płucnica kolczasta – Cetraria aculeata i płucnica darenkowa. Pierwszy gatunek jest bardziej powszechny i bardzo podobny do drugiego, ale jest mniej gęsto rozgałęziony i posiada silniej spłaszczone główne gałązki oraz wydłużone pseudocyfele, zwykle w dołkach. Są to miejsca w korze plechy, gdzie strzępki są rozluźnione i gdzie dzięki temu może zachodzić wymiana gazowa między jej wnętrzem a otoczeniem.","Pierwszy gatunek jest bardziej powszechny i bardzo podobny do drugiego, ale jest mniej gęsto rozgałęziony i posiada silniej spłaszczone główne gałązki oraz wydłużone pseudocyfele, zwykle w dołkach.",dołek,0,illegal activity,sometimes_euph,offenses,KWJP,dołkach,Otóż w Polsce występują dwa bardzo podobne gatunki: płucnica kolczasta – Cetraria aculeata i płucnica darenkowa.,"Są to miejsca w korze plechy, gdzie strzępki są rozluźnione i gdzie dzięki temu może zachodzić wymiana gazowa między jej wnętrzem a otoczeniem.",little hole,-,-
1582,"Bo odczucie nieprzyzwoitości też ma swoją historię, powoli ewoluuje. Dzisiaj, w czasach gdy, jak zauważa w jednym z wierszy Zbigniew Machej, dziewczynom wypada ""golić swoje bobry"", całkowita golizna nikogo nie obrusza; to raczej widok bujnego intymnego owłosienia nieco skandalizuje, jeśli nawet przykrywają je piłkarskie spodenki. Podniesiony but dotyka literki ""o"" w nazwisku, narysowanej jako futbolówka","Dzisiaj, w czasach gdy, jak zauważa w jednym z wierszy Zbigniew Machej, dziewczynom wypada ""golić swoje bobry"", całkowita golizna nikogo nie obrusza; to raczej widok bujnego intymnego owłosienia nieco skandalizuje, jeśli nawet przykrywają je piłkarskie spodenki.",bóbr,1,bodily functions/parts,sometimes_euph,body parts,KWJP,bobry,"Bo odczucie nieprzyzwoitości też ma swoją historię, powoli ewoluuje.","Podniesiony but dotyka literki ""o"" w nazwisku, narysowanej jako futbolówka",beaver,owłosiony wzgórek łonowy,hairy pubic mound
1616,"Nie ma w niej ani finezji, ani polotu — dodaje Zmyślony. I przywołuje inne wpadki reklamowe: niedawne hasło Kraków Areny szukającej ""bogatego sponsora na długie lata"" czy hasło promujące wybory najmilszej studentki Uniwersytetu Pedagogicznego ""nie musisz golić bobra — przecież liczy się wnętrze"". — Takie przykłady można mnożyć, choć na szczęście w ostatnich latach jest ich coraz mniej.","I przywołuje inne wpadki reklamowe: niedawne hasło Kraków Areny szukającej ""bogatego sponsora na długie lata"" czy hasło promujące wybory najmilszej studentki Uniwersytetu Pedagogicznego ""nie musisz golić bobra — przecież liczy się wnętrze"".",bóbr,1,bodily functions/parts,sometimes_euph,body parts,KWJP,bobra,"Nie ma w niej ani finezji, ani polotu — dodaje Zmyślony.","— Takie przykłady można mnożyć, choć na szczęście w ostatnich latach jest ich coraz mniej.",beaver,owłosiony wzgórek łonowy,hairy pubic mound
1693,"Wymowne jest, że autor tych słów, niejaki Gaspar Schott, tyle miejsca poświęcił tematowi oswajania tych gryzoni. Kiedy kreślił swoją – z dzisiejszej perspektywy mocno fantazyjną – wizję ekologii gatunku, bóbr znajdował się w Europie na skraju wymarcia. Pożądany przede wszystkim z uwagi na cenione w kuśnierstwie i kapelusznictwie futro, od wczesnego średniowiecza znajdował się pod silną presją łowiecką.","Kiedy kreślił swoją – z dzisiejszej perspektywy mocno fantazyjną – wizję ekologii gatunku, bóbr znajdował się w Europie na skraju wymarcia.",bóbr,0,bodily functions/parts,sometimes_euph,body parts,KWJP,bóbr,"Wymowne jest, że autor tych słów, niejaki Gaspar Schott, tyle miejsca poświęcił tematowi oswajania tych gryzoni.","Pożądany przede wszystkim z uwagi na cenione w kuśnierstwie i kapelusznictwie futro, od wczesnego średniowiecza znajdował się pod silną presją łowiecką.",beaver,-,-
1786,"Lubił sprężystość leszczynowych pędów, ich równą, rzadko wynaturzoną bulwiastymi naroślami linię, leszczynową giętkość i twardość. Nagle rozległ się głośny plusk i po chwili zobaczył prującego taflę bobra. Zwierzak płynął pod prąd, w stronę zakrętu, za którym znajdowało się gospodarstwo Serpiny.",Nagle rozległ się głośny plusk i po chwili zobaczył prującego taflę bobra.,bóbr,0,bodily functions/parts,sometimes_euph,body parts,KWJP,bobra,"Lubił sprężystość leszczynowych pędów, ich równą, rzadko wynaturzoną bulwiastymi naroślami linię, leszczynową giętkość i twardość.","Zwierzak płynął pod prąd, w stronę zakrętu, za którym znajdowało się gospodarstwo Serpiny.",beaver,-,-
